,confirmed,country_region,deaths,lat,long,province_state,recovered,timestamp
410,169,Australia,6,-41.4545,145.9707,Tasmania,67,1587038400.0
411,433,Australia,4,-34.9285,138.6007,South Australia,279,1587038400.0
412,1001,Australia,5,-28167.0,153.4,Queensland,442,1587038400.0
413,2897,Australia,25,-33.8688,151.2093,New South Wales,4,1587038400.0
414,103,Australia,3,-35.4735,149124.0,Australian Capital Territory,82,1587038400.0
415,1159,Armenia,18,40691.0,45382.0,null,358,1587038400.0
416,2571,Argentina,115,-38.4161,-63.6167,null,631,1587038400.0
417,2268,Algeria,348,28339.0,1.6596,null,783,1587038400.0
418,518,Albania,26,41.1533,20.1683,null,277,1587038400.0
419,840,Afghanistan,30,33.0,65.0,null,54,1587038400.0
420,23,Zimbabwe,3,-20.0,30.0,null,1,1587038400.0
421,48,Zambia,2,-15.4167,28.2833,null,30,1587038400.0
422,374,West Bank and Gaza,2,31.9522,35.2332,null,63,1587038400.0
423,131,United Kingdom,0,36.1408,-5.3536,Gibraltar,104,1587038400.0
424,81,United Kingdom,5,32.3078,-64.7505,Bermuda,33,1587038400.0
425,33,Syria,2,34.802075,38.996815,null,5,1587038400.0
426,80,Somalia,5,5.1521,46.1996,null,2,1587038400.0
427,584,Niger,14,17.6078,8817.0,null,90,1587038400.0
428,93,Monaco,3,43.7333,7.4167,null,12,1587038400.0
429,41,Haiti,3,18.9712,-72.2852,null,0,1587038400.0
430,55,Guyana,6,5.0,-58.75,null,8,1587038400.0
431,80,Gabon,1,-0.8037,11.6094,null,4,1587038400.0
432,51,Equatorial Guinea,0,1.5,10.0,null,4,1587038400.0
433,117,Congo (Brazzaville),5,-4383.0,21.7587,null,11,1587038400.0
434,1268,China,1,29.1832,120934.0,Zhejiang,1244,1587038400.0
435,184,China,2,24.974,101.487,Yunnan,176,1587038400.0
436,784,China,7,36.3427,118.1498,Shandong,761,1587038400.0
437,256,China,3,35.1917,108.8701,Shaanxi,251,1587038400.0
438,102,China,1,43.6661,126.1923,Jilin,96,1587038400.0
439,653,China,0,32.9711,119.455,Jiangsu,642,1587038400.0
440,136,Brunei,1,4.5353,114.7277,null,108,1587038400.0
441,673,Andorra,33,42.5063,1.5218,null,169,1587038400.0
442,32,Sudan,5,12.8628,30.2176,null,4,1587038400.0
443,1276,China,22,33.882,113.614,Henan,1254,1587038400.0
444,28,Australia,0,-12.4634,130.8456,Northern Territory,6,1587038400.0
445,16,Malawi,2,-13.254308,34.301525,null,0,1587038400.0
446,59,Liberia,6,6.4281,-9.4295,null,4,1587038400.0
447,86,France,0,3.9339,-53.1258,French Guiana,51,1587038400.0
448,3,United Kingdom,0,18.4207,-64.64,British Virgin Islands,2,1587038400.0
449,1,Yemen,0,15.552727,48.516388,null,0,1587038400.0
450,4,South Sudan,0,6.877,31.307,null,0,1587038400.0
451,14,Grenada,0,12.1165,-61.679,null,0,1587038400.0
452,11,Seychelles,0,-4.6796,55.492,null,0,1587038400.0
453,18,France,0,-20.9043,165.618,New Caledonia,1,1587038400.0
454,267,Vietnam,0,16.0,108.0,null,171,1586952000.0
455,197,Venezuela,9,6.4238,-66.5897,null,111,1586952000.0
456,1302,Uzbekistan,4,41.3775,64.5853,null,107,1586952000.0
457,492,Uruguay,8,-32.5228,-55.7658,null,260,1586952000.0
458,256,United Kingdom,4,54.2361,-4.5481,Isle of Man,151,1586952000.0
459,447,United Kingdom,15,49.3723,-2.3644,Channel Islands,69,1586952000.0
460,98476,United Kingdom,12868,55.3781,-3.436,null,0,1586952000.0
461,5365,United Arab Emirates,33,24.0,54.0,null,1034,1586952000.0
462,3764,Ukraine,108,48.3794,31.1656,null,143,1586952000.0
463,55,Uganda,0,1.0,32.0,null,12,1586952000.0
464,636350,US,28325,37902.0,-95.7129,null,52096,1586952000.0
465,69392,Turkey,1518,38.9637,35.2433,null,5674,1586952000.0
466,780,Tunisia,35,34.0,9.0,null,43,1586952000.0
467,114,Trinidad and Tobago,8,10.6918,-61.2225,null,19,1586952000.0
468,81,Togo,3,8.6195,0.8248,null,35,1586952000.0
469,8,Timor-Leste,0,-8.874217,125.727539,null,1,1586952000.0
470,2643,Thailand,43,15.0,101.0,null,1497,1586952000.0
471,88,Tanzania,4,-6.369,34.8888,null,11,1586952000.0
472,395,Taiwan*,6,23.7,121.0,null,124,1586952000.0
473,26336,Switzerland,1239,46.8182,8.2275,null,15400,1586952000.0
474,11927,Sweden,1203,63.0,16.0,null,381,1586952000.0
475,238,Sri Lanka,7,7.0,81.0,null,63,1586952000.0
476,177644,Spain,18708,40.0,-4.0,null,70853,1586952000.0
477,2506,South Africa,34,-30.5595,22.9375,null,410,1586952000.0
478,1248,Slovenia,61,46.1512,14.9955,null,165,1586952000.0
479,863,Slovakia,6,48.669,19.699,null,151,1586952000.0
480,3699,Singapore,10,1.2833,103.8333,null,652,1586952000.0
481,13,Sierra Leone,0,8.460555,-11.779889,null,0,1586952000.0
482,4873,Serbia,99,44165.0,21059.0,null,0,1586952000.0
483,314,Senegal,2,14.4974,-14.4524,null,190,1586952000.0
484,5862,Saudi Arabia,79,24.0,45.0,null,931,1586952000.0
485,372,San Marino,36,43.9424,12.4578,null,53,1586952000.0
486,136,Rwanda,0,-1.9403,29.8739,null,54,1586952000.0
487,24490,Russia,198,60.0,90.0,null,1986,1586952000.0
488,7216,Romania,372,45.9432,24.9668,null,1217,1586952000.0
489,3711,Qatar,7,25.3548,51.1839,null,406,1586952000.0
490,18091,Portugal,599,39.3999,-8.2245,null,383,1586952000.0
491,7582,Poland,286,51.9194,19.1451,null,668,1586952000.0
492,5453,Philippines,349,13.0,122.0,null,353,1586952000.0
493,11475,Peru,254,-9.19,-75152.0,null,3108,1586952000.0
494,161,Paraguay,8,-23.4425,-58.4438,null,23,1586952000.0
495,3574,Panama,95,8.538,-80.7821,null,72,1586952000.0
496,6383,Pakistan,111,30.3753,69.3451,null,1446,1586952000.0
497,910,Oman,4,21.0,57.0,null,131,1586952000.0
498,6740,Norway,150,60.472,8.4689,null,32,1586952000.0
499,974,North Macedonia,45,41.6086,21.7453,null,98,1586952000.0
500,407,Nigeria,12,982.0,8.6753,null,128,1586952000.0
501,1386,New Zealand,9,-40.9006,174.886,null,728,1586952000.0
502,53,Netherlands,9,18425.0,-63548.0,Sint Maarten,5,1586952000.0
503,93,Netherlands,1,12.5186,-70358.0,Aruba,39,1586952000.0
504,28153,Netherlands,3134,52.1326,5.2913,null,250,1586952000.0
505,29,Mozambique,0,-18.665695,35.529562,null,2,1586952000.0
506,2024,Morocco,127,31.7917,-7926.0,null,229,1586952000.0
507,288,Montenegro,4,42.5,19.3,null,55,1586952000.0
508,2049,Moldova,46,47.4116,28.3699,null,171,1586952000.0
509,5399,Mexico,406,23.6345,-102.5528,null,2125,1586952000.0
510,324,Mauritius,9,-20.2,57.5,null,65,1586952000.0
511,399,Malta,3,35.9375,14.3754,null,44,1586952000.0
512,148,Mali,13,17.570692,-3.996166,null,34,1586952000.0
513,22,Maldives,0,3.2028,73.2207,null,16,1586952000.0
514,5072,Malaysia,83,2.5,112.5,null,2647,1586952000.0
515,110,Madagascar,0,-18.7669,46.8691,null,29,1586952000.0
516,3373,Luxembourg,69,49.8153,6.1296,null,526,1586952000.0
517,1091,Lithuania,30,55.1694,23.8813,null,138,1586952000.0
518,48,Libya,1,26.3351,17.228331,null,9,1586952000.0
519,658,Lebanon,21,33.8547,35.8623,null,85,1586952000.0
520,666,Latvia,5,56.8796,24.6032,null,44,1586952000.0
521,449,Kyrgyzstan,5,41.2044,74.7661,null,78,1586952000.0
522,1405,Kuwait,3,29.5,47.75,null,206,1586952000.0
523,10591,"Korea, South",225,36.0,128.0,null,7616,1586952000.0
524,225,Kenya,10,-236.0,37.9062,null,53,1586952000.0
525,1295,Kazakhstan,16,48196.0,66.9237,null,240,1586952000.0
526,401,Jordan,7,31.24,36.51,null,250,1586952000.0
527,8100,Japan,146,36.0,138.0,null,853,1586952000.0
528,125,Jamaica,5,18.1096,-77.2975,null,21,1586952000.0
529,165155,Italy,21645,43.0,12.0,null,38092,1586952000.0
530,12501,Israel,130,31.0,35.0,null,2563,1586952000.0
531,12547,Ireland,444,53.1424,-7.6921,null,77,1586952000.0
532,1415,Iraq,79,33.0,44.0,null,812,1586952000.0
533,76389,Iran,4777,32.0,53.0,null,49933,1586952000.0
534,5136,Indonesia,469,-0.7893,113.9213,null,446,1586952000.0
535,12322,India,405,21.0,78.0,null,1432,1586952000.0
536,1727,Iceland,8,64.9631,-19208.0,null,1077,1586952000.0
537,1579,Hungary,134,47.1625,19.5033,null,192,1586952000.0
538,419,Honduras,31,15.2,-86.2419,null,9,1586952000.0
539,404,Guinea,1,9.9456,-9.6966,null,31,1586952000.0
540,180,Guatemala,5,15.7835,-90.2308,null,19,1586952000.0
541,2192,Greece,102,39742.0,21.8243,null,269,1586952000.0
542,134753,Germany,3804,51.0,9.0,null,72600,1586952000.0
543,306,Georgia,3,42.3154,43.3569,null,71,1586952000.0
544,391,France,0,-21.1351,55.2471,Reunion,237,1586952000.0
545,133470,France,17167,46.2276,2.2137,null,30955,1586952000.0
546,3237,Finland,72,64.0,26.0,null,300,1586952000.0
547,85,Ethiopia,3,9.145,40.4897,null,15,1586952000.0
548,1400,Estonia,35,58.5953,25136.0,null,117,1586952000.0
549,159,El Salvador,6,13.7942,-88.8965,null,30,1586952000.0
550,2505,Egypt,183,26.0,30.0,null,589,1586952000.0
551,7858,Ecuador,388,-1.8312,-78.1834,null,780,1586952000.0
552,3614,Dominican Republic,189,18.7357,-70.1627,null,208,1586952000.0
553,435,Djibouti,2,11.8251,42.5903,null,71,1586952000.0
554,184,Denmark,0,61.8926,-6.9118,Faroe Islands,166,1586952000.0
555,6681,Denmark,309,56.2639,9.5018,null,2748,1586952000.0
556,6216,Czechia,166,49.8175,15.473,null,819,1586952000.0
557,715,Cyprus,12,35.1264,33.4299,null,65,1586952000.0
558,814,Cuba,24,22.0,-80.0,null,151,1586952000.0
559,1741,Croatia,33,45.1,15.2,null,473,1586952000.0
560,626,Costa Rica,4,9.7489,-83.7534,null,67,1586952000.0
561,254,Congo (Kinshasa),21,-4383.0,21.7587,null,21,1586952000.0
562,3105,Colombia,131,4.5709,-74.2973,null,452,1586952000.0
563,185,China,3,39.3054,117.323,Tianjin,171,1586952000.0
564,560,China,3,30.6171,102.7103,Sichuan,550,1586952000.0
565,186,China,0,37.5777,112.2922,Shanxi,135,1586952000.0
566,622,China,7,31.202,121.4491,Shanghai,485,1586952000.0
567,190,China,1,44935.0,113.9448,Inner Mongolia,94,1586952000.0
568,67803,China,3222,30.9756,112.2707,Hubei,64402,1586952000.0
569,1017,China,4,22.3,114.2,Hong Kong,459,1586952000.0
570,841,China,13,47.862,127.7615,Heilongjiang,470,1586952000.0
571,1566,China,8,23.3417,113.4244,Guangdong,1462,1586952000.0
572,353,China,1,26789.0,117.9874,Fujian,331,1586952000.0
573,590,China,8,40.1824,116.4142,Beijing,495,1586952000.0
574,8273,Chile,94,-35.6751,-71.543,null,2937,1586952000.0
575,304,Canada,4,52.9399,-106.4509,Saskatchewan,null,1586952000.0
576,null,Canada,null,56.1304,-106.3468,Recovery aggregated,8966,1586952000.0
577,14860,Canada,487,52.9399,-73.5491,Quebec,null,1586952000.0
578,8447,Canada,385,51.2538,-85.3232,Ontario,null,1586952000.0
579,549,Canada,3,44.682,-63.7443,Nova Scotia,null,1586952000.0
580,247,Canada,3,53.1355,-57.6604,Newfoundland and Labrador,null,1586952000.0
581,246,Canada,5,53.7609,-98.8139,Manitoba,null,1586952000.0
582,1517,Canada,72,49.2827,-123.1207,British Columbia,null,1586952000.0
583,848,Cameroon,17,3.848,11.5021,null,165,1586952000.0
584,122,Cambodia,0,11.55,104.9167,null,96,1586952000.0
585,74,Burma,4,21.9162,95.956,null,2,1586952000.0
586,542,Burkina Faso,32,12.2383,-1.5616,null,226,1586952000.0
587,747,Bulgaria,36,42.7339,25.4858,null,105,1586952000.0
588,28320,Brazil,1736,-14.235,-51.9253,null,14026,1586952000.0
589,1110,Bosnia and Herzegovina,41,43.9159,17.6791,null,253,1586952000.0
590,397,Bolivia,28,-16.2902,-63.5887,null,7,1586952000.0
591,33573,Belgium,4440,50.8333,4.0,null,7107,1586952000.0
592,3728,Belarus,36,53.7098,27.9534,null,203,1586952000.0
593,73,Barbados,5,13.1939,-59.5432,null,15,1586952000.0
594,1231,Bangladesh,50,23.685,90.3563,null,49,1586952000.0
595,1671,Bahrain,7,26275.0,50.55,null,663,1586952000.0
596,1253,Azerbaijan,13,40.1431,47.5769,null,404,1586952000.0
597,14336,Austria,393,47.5162,14.5501,null,8098,1586952000.0
598,1299,Australia,14,-37.8136,144.9631,Victoria,1118,1586952000.0
599,999,Australia,5,-28167.0,153.4,Queensland,442,1586952000.0
600,2886,Australia,25,-33.8688,151.2093,New South Wales,4,1586952000.0
601,103,Australia,3,-35.4735,149124.0,Australian Capital Territory,72,1586952000.0
602,1111,Armenia,17,40691.0,45382.0,null,297,1586952000.0
603,2443,Argentina,111,-38.4161,-63.6167,null,596,1586952000.0
604,2160,Algeria,336,28339.0,1.6596,null,708,1586952000.0
605,494,Albania,25,41.1533,20.1683,null,251,1586952000.0
606,784,Afghanistan,25,33.0,65.0,null,43,1586952000.0
607,54,United Kingdom,1,19.3133,-81.2546,Cayman Islands,6,1586952000.0
608,16,Nepal,0,28.1667,84.25,null,1,1586952000.0
609,30,Mongolia,0,46.8625,103.8467,null,5,1586952000.0
610,19,Laos,0,19.85627,102.495496,null,1,1586952000.0
611,387,Kosovo,8,42.602636,20.902977,null,66,1586952000.0
612,636,Ghana,8,7.9465,-1232.0,null,17,1586952000.0
613,217,France,3,-12.8275,45.1662,Mayotte,69,1586952000.0
614,15,Eswatini,0,-26.5225,31.4659,null,8,1586952000.0
615,712,Diamond Princess,12,0.0,0.0,null,639,1586952000.0
616,638,Cote d'Ivoire,6,7.54,-5.5471,null,114,1586952000.0
617,145,China,2,41.2956,122.6085,Liaoning,138,1586952000.0
618,327,China,6,39.549,116.1306,Hebei,314,1586952000.0
619,139,China,2,37.8099,101583.0,Gansu,136,1586952000.0
620,1870,Canada,48,53.9333,-116.5765,Alberta,null,1586952000.0
621,49,Bahamas,8,25343.0,-77.3963,null,6,1586952000.0
622,527,Australia,6,-31.9505,115.8605,Western Australia,251,1586952000.0
623,165,Australia,6,-41.4545,145.9707,Tasmania,53,1586952000.0
624,433,Australia,4,-34.9285,138.6007,South Australia,240,1586952000.0
625,23,Antigua and Barbuda,2,17608.0,-61.7964,null,3,1586952000.0
626,10,United Kingdom,1,21.694,-71.7979,Turks and Caicos Islands,0,1586952000.0
627,23,Chad,0,15.4542,18.7322,null,2,1586952000.0
628,16,Fiji,0,-17.7134,17865.0,null,0,1586952000.0
629,13,Botswana,1,-22.3285,24.6849,null,0,1586952000.0
630,2,Papua New Guinea,0,-6.315,143.9555,null,0,1586952000.0
631,16,Namibia,0,-22.9576,18.4904,null,3,1586952000.0
632,308,West Bank and Gaza,2,31.9522,35.2332,null,62,1586865600.0
633,266,Vietnam,0,16.0,108.0,null,169,1586865600.0
634,1165,Uzbekistan,4,41.3775,64.5853,null,99,1586865600.0
635,483,Uruguay,8,-32.5228,-55.7658,null,248,1586865600.0
636,10,United Kingdom,1,21.694,-71.7979,Turks and Caicos Islands,0,1586865600.0
637,254,United Kingdom,2,54.2361,-4.5481,Isle of Man,141,1586865600.0
638,129,United Kingdom,0,36.1408,-5.3536,Gibraltar,93,1586865600.0
639,440,United Kingdom,13,49.3723,-2.3644,Channel Islands,48,1586865600.0
640,93873,United Kingdom,12107,55.3781,-3.436,null,0,1586865600.0
641,4933,United Arab Emirates,28,24.0,54.0,null,933,1586865600.0
642,3372,Ukraine,98,48.3794,31.1656,null,119,1586865600.0
643,55,Uganda,0,1.0,32.0,null,8,1586865600.0
644,607670,US,25832,37902.0,-95.7129,null,47763,1586865600.0
645,65111,Turkey,1403,38.9637,35.2433,null,4799,1586865600.0
646,747,Tunisia,34,34.0,9.0,null,43,1586865600.0
647,113,Trinidad and Tobago,8,10.6918,-61.2225,null,17,1586865600.0
648,77,Togo,3,8.6195,0.8248,null,32,1586865600.0
649,6,Timor-Leste,0,-8.874217,125.727539,null,1,1586865600.0
650,2613,Thailand,41,15.0,101.0,null,1405,1586865600.0
651,53,Tanzania,3,-6.369,34.8888,null,7,1586865600.0
652,393,Taiwan*,6,23.7,121.0,null,124,1586865600.0
653,29,Syria,2,34.802075,38.996815,null,5,1586865600.0
654,25936,Switzerland,1174,46.8182,8.2275,null,13700,1586865600.0
655,11445,Sweden,1033,63.0,16.0,null,381,1586865600.0
656,233,Sri Lanka,7,7.0,81.0,null,61,1586865600.0
657,172541,Spain,18056,40.0,-4.0,null,67504,1586865600.0
658,4,South Sudan,0,6.877,31.307,null,0,1586865600.0
659,2415,South Africa,27,-30.5595,22.9375,null,410,1586865600.0
660,1220,Slovenia,56,46.1512,14.9955,null,152,1586865600.0
661,835,Slovakia,2,48.669,19.699,null,113,1586865600.0
662,3252,Singapore,10,1.2833,103.8333,null,611,1586865600.0
663,11,Sierra Leone,0,8.460555,-11.779889,null,0,1586865600.0
664,4465,Serbia,94,44165.0,21059.0,null,0,1586865600.0
665,299,Senegal,2,14.4974,-14.4524,null,183,1586865600.0
666,5369,Saudi Arabia,73,24.0,45.0,null,889,1586865600.0
667,371,San Marino,36,43.9424,12.4578,null,53,1586865600.0
668,134,Rwanda,0,-1.9403,29.8739,null,49,1586865600.0
669,21102,Russia,170,60.0,90.0,null,1694,1586865600.0
670,6879,Romania,351,45.9432,24.9668,null,1051,1586865600.0
671,3428,Qatar,7,25.3548,51.1839,null,373,1586865600.0
672,17448,Portugal,567,39.3999,-8.2245,null,347,1586865600.0
673,7202,Poland,263,51.9194,19.1451,null,618,1586865600.0
674,5223,Philippines,335,13.0,122.0,null,295,1586865600.0
675,10303,Peru,230,-9.19,-75152.0,null,2869,1586865600.0
676,159,Paraguay,7,-23.4425,-58.4438,null,22,1586865600.0
677,3472,Panama,94,8.538,-80.7821,null,61,1586865600.0
678,5837,Pakistan,96,30.3753,69.3451,null,1378,1586865600.0
679,813,Oman,4,21.0,57.0,null,130,1586865600.0
680,6623,Norway,139,60.472,8.4689,null,32,1586865600.0
681,908,North Macedonia,44,41.6086,21.7453,null,86,1586865600.0
682,373,Nigeria,11,982.0,8.6753,null,99,1586865600.0
683,570,Niger,14,17.6078,8817.0,null,90,1586865600.0
684,1366,New Zealand,9,-40.9006,174.886,null,628,1586865600.0
685,52,Netherlands,9,18425.0,-63548.0,Sint Maarten,5,1586865600.0
686,27419,Netherlands,2945,52.1326,5.2913,null,250,1586865600.0
687,28,Mozambique,0,-18.665695,35.529562,null,2,1586865600.0
688,1888,Morocco,126,31.7917,-7926.0,null,217,1586865600.0
689,283,Montenegro,4,42.5,19.3,null,46,1586865600.0
690,1934,Moldova,40,47.4116,28.3699,null,134,1586865600.0
691,5014,Mexico,332,23.6345,-102.5528,null,1964,1586865600.0
692,324,Mauritius,9,-20.2,57.5,null,51,1586865600.0
693,393,Malta,3,35.9375,14.3754,null,44,1586865600.0
694,144,Mali,13,17.570692,-3.996166,null,34,1586865600.0
695,20,Maldives,0,3.2028,73.2207,null,16,1586865600.0
696,4987,Malaysia,82,2.5,112.5,null,2478,1586865600.0
697,108,Madagascar,0,-18.7669,46.8691,null,23,1586865600.0
698,3307,Luxembourg,67,49.8153,6.1296,null,500,1586865600.0
699,1070,Lithuania,29,55.1694,23.8813,null,101,1586865600.0
700,35,Libya,1,26.3351,17.228331,null,9,1586865600.0
701,641,Lebanon,21,33.8547,35.8623,null,80,1586865600.0
702,657,Latvia,5,56.8796,24.6032,null,16,1586865600.0
703,430,Kyrgyzstan,5,41.2044,74.7661,null,71,1586865600.0
704,1355,Kuwait,3,29.5,47.75,null,176,1586865600.0
705,10564,"Korea, South",222,36.0,128.0,null,7534,1586865600.0
706,216,Kenya,9,-236.0,37.9062,null,41,1586865600.0
707,1232,Kazakhstan,14,48196.0,66.9237,null,203,1586865600.0
708,397,Jordan,7,31.24,36.51,null,235,1586865600.0
709,7645,Japan,143,36.0,138.0,null,799,1586865600.0
710,162488,Italy,21067,43.0,12.0,null,37130,1586865600.0
711,12046,Israel,123,31.0,35.0,null,2195,1586865600.0
712,11479,Ireland,406,53.1424,-7.6921,null,25,1586865600.0
713,1400,Iraq,78,33.0,44.0,null,766,1586865600.0
714,74877,Iran,4683,32.0,53.0,null,48129,1586865600.0
715,4839,Indonesia,459,-0.7893,113.9213,null,426,1586865600.0
716,11487,India,393,21.0,78.0,null,1359,1586865600.0
717,1720,Iceland,8,64.9631,-19208.0,null,989,1586865600.0
718,1512,Hungary,122,47.1625,19.5033,null,122,1586865600.0
719,407,Honduras,26,15.2,-86.2419,null,7,1586865600.0
720,47,Guyana,6,5.0,-58.75,null,8,1586865600.0
721,363,Guinea,0,9.9456,-9.6966,null,31,1586865600.0
722,167,Guatemala,5,15.7835,-90.2308,null,19,1586865600.0
723,2170,Greece,101,39742.0,21.8243,null,269,1586865600.0
724,131359,Germany,3294,51.0,9.0,null,68200,1586865600.0
725,300,Georgia,3,42.3154,43.3569,null,69,1586865600.0
726,130253,France,15729,46.2276,2.2137,null,28805,1586865600.0
727,3161,Finland,64,64.0,26.0,null,300,1586865600.0
728,82,Ethiopia,3,9.145,40.4897,null,14,1586865600.0
729,1373,Estonia,31,58.5953,25136.0,null,115,1586865600.0
730,41,Equatorial Guinea,0,1.5,10.0,null,4,1586865600.0
731,149,El Salvador,6,13.7942,-88.8965,null,25,1586865600.0
732,2350,Egypt,178,26.0,30.0,null,589,1586865600.0
733,7603,Ecuador,369,-1.8312,-78.1834,null,696,1586865600.0
734,3286,Dominican Republic,183,18.7357,-70.1627,null,162,1586865600.0
735,363,Djibouti,2,11.8251,42.5903,null,53,1586865600.0
736,184,Denmark,0,61.8926,-6.9118,Faroe Islands,163,1586865600.0
737,6511,Denmark,299,56.2639,9.5018,null,2515,1586865600.0
738,6111,Czechia,161,49.8175,15.473,null,642,1586865600.0
739,695,Cyprus,12,35.1264,33.4299,null,65,1586865600.0
740,766,Cuba,21,22.0,-80.0,null,132,1586865600.0
741,1704,Croatia,31,45.1,15.2,null,415,1586865600.0
742,618,Costa Rica,3,9.7489,-83.7534,null,66,1586865600.0
743,241,Congo (Kinshasa),20,-4383.0,21.7587,null,20,1586865600.0
744,2979,Colombia,127,4.5709,-74.2973,null,354,1586865600.0
745,1267,China,1,29.1832,120934.0,Zhejiang,1242,1586865600.0
746,184,China,2,24.974,101.487,Yunnan,175,1586865600.0
747,185,China,3,39.3054,117.323,Tianjin,168,1586865600.0
748,618,China,7,31.202,121.4491,Shanghai,468,1586865600.0
749,784,China,7,36.3427,118.1498,Shandong,759,1586865600.0
750,653,China,0,32.9711,119.455,Jiangsu,641,1586865600.0
751,190,China,1,44935.0,113.9448,Inner Mongolia,91,1586865600.0
752,67803,China,3221,30.9756,112.2707,Hubei,64363,1586865600.0
753,1012,China,4,22.3,114.2,Hong Kong,434,1586865600.0
754,819,China,13,47.862,127.7615,Heilongjiang,470,1586865600.0
755,1564,China,8,23.3417,113.4244,Guangdong,1458,1586865600.0
756,353,China,1,26789.0,117.9874,Fujian,329,1586865600.0
757,589,China,8,40.1824,116.4142,Beijing,491,1586865600.0
758,7917,Chile,92,-35.6751,-71.543,null,2646,1586865600.0
759,11,Central African Republic,0,6.6111,20.9394,null,4,1586865600.0
760,null,Canada,null,56.1304,-106.3468,Recovery aggregated,8210,1586865600.0
761,14248,Canada,435,52.9399,-73.5491,Quebec,null,1586865600.0
762,7953,Canada,334,51.2538,-85.3232,Ontario,null,1586865600.0
763,517,Canada,3,44.682,-63.7443,Nova Scotia,null,1586865600.0
764,848,Cameroon,14,3.848,11.5021,null,130,1586865600.0
765,122,Cambodia,0,11.55,104.9167,null,91,1586865600.0
766,11,Cabo Verde,1,16.5388,-23418.0,null,1,1586865600.0
767,63,Burma,4,21.9162,95.956,null,2,1586865600.0
768,528,Burkina Faso,30,12.2383,-1.5616,null,177,1586865600.0
